term,year,submitted_at,started_at,attended,heard_web,heard_social,heard_email,heard_element,heard_peers,heard_other,reason_knew_choice,reason_web_enough,reason_schedule_conflict,reason_course_load,reason_no_notice,reason_other,had_prior_decision,changed_decision,decision_reason,useful_cc_qa,useful_cc_fusion,useful_is_inside,useful_is_google,useful_iti_expectation,useful_iti_security,useful_iti_lora,useful_iti_jobs,useful_admin_talk,liked_most,liked_least_improve,activities_helped,response_id,last_page,language,seed,last_action_at,heard_teachers,no_attendance_reason,decision_semester,activities_influenced,factor_professors,factor_courses,factor_ecci_events,factor_advanced_students,factor_study_plan,factor_salary,factor_job_market,factor_other,impact_is_activity,impact_iti_activity,impact_cc_activity,useful_intro_talk,useful_is_activity,useful_iti_activity,useful_cc_activity,low_usefulness_comment,chosen_emphasis,difficulty_cycle_1,difficulty_cycle_2,difficulty_cycle_3,difficulty_cycle_4,axis1_programming,axis2_programming,axis1_discrete_structures,axis2_discrete_structures,axis1_architecture,axis2_architecture,axis1_assembly,axis2_assembly,axis1_algorithms,axis2_algorithms,axis1_parallel_programming,axis2_parallel_programming,axis1_math_for_computing,axis2_math_for_computing,axis1_linear_algebra,axis2_linear_algebra,axis1_calculus,axis2_calculus,axis1_probability_stats,axis2_probability_stats,skill_teamwork,skill_ethics,skill_communication,skill_perseverance,skill_discipline,skill_collaboration,skill_responsibility,study_plan_comment,time_total,time_general_group,time_i01,time_i02,time_pc01,time_i03,time_na01,time_i04,time_s05,time_i06,time_s07,time_s08,time_s09,time_i10,time_feedback_group,time_r01,time_r02,time_r03,time_r04,useful_student_roundtable,useful_graduate_roundtable,useful_admin_myths_talk,useful_roundtable,c_324,c_2023_02_02_14_15_40,c_2,es,c_1066920111,c_2023_02_02_13_56_51,c_2023_02_02_14_15_40_2,si,no,si_2,no_2,no_3,si_3,col,si_4,col_2,i_semestre_del_1er_ano,parcialmente,no_4,si_5,no_5,no_6,si_6,si_7,si_8,col_3,col_4,col_5,col_6,c_5_muy_util,c_5_muy_util_2,c_5_muy_util_3,col_7,is_ingenieria_de_software,c_2_2,c_2_3,c_3,c_4,c_2_4,c_3_2,c_4_2,c_4_3,c_2_5,c_3_3,c_2_6,c_3_4,c_4_4,muy_alto_5,c_2_7,c_2_8,c_3_5,c_3_6,c_3_7,c_2_9,c_3_8,c_3_9,c_3_10,c_3_11,c_4_5,c_4_6,c_4_7,c_4_8,c_2_10,c_4_9,c_3_12,col_8,c_1128_41,c_82_17,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,c_1046_24
I Ciclo,2022,2022-06-16 12:54:50,2022-06-16 12:45:15,Sí,Sí,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,206,2,es,803313417,2022-06-16 12:54:50,Sí,,I semestre del 2do año,Parcialmente,Sí,No,No,Sí,Sí,No,Sí,,Alto impacto,No asistí,Bajo impacto,5 - Muy útil,,,,,IS: Ingeniería de Software,2,3,3,Muy difícil: 5,4,Muy alto 5,3,3,3,3,2,3,4,Muy alto 5,4,Muy alto 5,4,4,4,4,3,4,3,Muy alto 5,4,4,3,He mejorado mucho: 5,3,4,4,,575.19,206.92,,,,,,,,,,,,,368.27,,,,,4,5 - Muy útil,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-16 18:07:56,2022-06-16 17:53:23,Sí,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,209,2,es,2076355115,2022-06-16 18:07:56,No,,II semestre del 2do año,No,Sí,Sí,No,No,Sí,No,No,,Ningún impacto,Ningún impacto,Ningún impacto,1 - Nada útil,,,,,ITI: Ingeniería de Tecnologías de la Información,Muy fácil: 1,3,Muy difícil: 5,Muy difícil: 5,Muy alto 5,Muy alto 5,3,3,2,Muy bajo 1,Muy alto 5,Muy alto 5,4,2,Muy alto 5,Muy alto 5,Muy alto 5,Muy alto 5,4,3,Muy alto 5,Muy alto 5,4,3,4,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,3,He mejorado mucho: 5,He mejorado mucho: 5,"Por el amor a Jesucristo, que sucede con el 4 semestre? Demasiado pesado, en cuanto a cursos:  Programacion 1: por que enseñan un lenguaje orientado a objetos al principio? Java? No tiene sentido, el estudiante no tiene idea de que es un objeto y el main es un clase, deberian de comenzar por C y recomendar a los estudiantes trabajar en linux desde un principio, junto al uso de una IDE comoda y no muy complicada (sublime, VS) porque hablando con compañeros, hay profesores que utilizan la terminal para programar o una IDE tan incomoda como blue J, y eso solo complica el aprendizaje Nota: ya he hablado con 5 profesores que estan a favor de remover Java y reemplazarlo con C, la escuela deberia de revisar eos P.I Ensamblador: no se si la U tiene un convenio con Intel y por eso obligan a que el curso sea con SIMICS pero ninguno de los que conozco que llevaron ese curso con SIMICS les parecio util o aprendieron algo, es mas una incomodidad que una oportunidad para aprendeer a bajo nivel, interfiere un poco con el aprendizaje de Lenguaje Ensamblador ya que se espera mayor nivel ya que son 2 cursos con el mismo lenguaje  Analisis de Algoritmos: seria mucho mejor si los profesores dieran ejemplos de como programar (no todas) las estrucutras de datos mencionadas en clase, si las tuvieran a todas en algun tipo de repositorio de la universidad o por lo menos como tareas   Deberian de reemplazar todos los examenes por proeyectos, es la forma mas menos efectiva de evaluar...",873.63,76.65,,,,,,,,,,,,,796.98,,,,,3,4,No asistí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-17 11:25:25,2022-06-17 11:18:00,Sí,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,212,2,es,327811124,2022-06-17 11:25:25,No,,II semestre del 2do año,Sí,No,No,No,Sí,No,Sí,No,,Alto impacto,Ningún impacto,Alto impacto,4,,,,,IS: Ingeniería de Software,2,2,2,Muy difícil: 5,4,Muy bajo 1,3,Muy bajo 1,Muy bajo 1,Muy bajo 1,2,Muy bajo 1,3,3,Muy alto 5,Muy alto 5,4,Muy alto 5,3,3,Muy alto 5,Muy alto 5,3,Muy alto 5,4,No he mejorado: 1,4,2,3,4,2,quitar profesores ineficientes y repensar cursos como ensamblador y arqui,444.86,117.25,,,,,,,,,,,,,327.61,,,,,No asistí,5 - Muy útil,5 - Muy útil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-17 12:15:11,2022-06-17 11:25:56,Sí,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,213,2,es,589048412,2022-06-17 12:15:11,Sí,,I semestre del 1er año,Parcialmente,No,No,No,No,Sí,No,No,,Alto impacto,No asistí,No asistí,5 - Muy útil,,,,,IS: Ingeniería de Software,Muy fácil: 1,Muy fácil: 1,2,4,Muy alto 5,3,4,Muy bajo 1,Muy bajo 1,Muy bajo 1,Muy bajo 1,Muy bajo 1,4,4,4,Muy alto 5,4,3,2,3,2,2,2,3,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,,2956.08,196.37,,,,,,,,,,,,,2759.71,,,,,5 - Muy útil,No asistí,5 - Muy útil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-17 12:05:11,2022-06-17 12:01:06,No,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,214,2,es,1761492807,2022-06-17 12:05:11,No,No sabía que habían actividades,II semestre del 1er año,,No,Sí,No,Sí,No,No,Sí,,,,,,,,,,IS: Ingeniería de Software,2,4,4,Muy difícil: 5,4,3,2,Muy bajo 1,Muy bajo 1,Muy bajo 1,3,4,4,Muy alto 5,3,3,Muy alto 5,Muy alto 5,3,Muy alto 5,Muy bajo 1,Muy bajo 1,Muy alto 5,Muy alto 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,3,He mejorado mucho: 5,He mejorado mucho: 5,"Muchos estudiantes, inclusive profesores, comentan que el curso de programación paralela y concurrente debería de impartirse de una forma muy distinta a la actual",244.62,56.38,,,,,,,,,,,,,188.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-19 07:41:32,2022-06-19 07:37:51,Sí,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,216,2,es,1037748864,2022-06-19 07:41:32,No,,II semestre del 2do año,Sí,No,Sí,No,No,Sí,Sí,Sí,,No asistí,Bajo impacto,Alto impacto,5 - Muy útil,,,,,CC: Ciencias de la Computación,2,3,3,4,3,3,3,4,2,2,3,3,4,4,4,Muy alto 5,4,Muy alto 5,4,Muy alto 5,4,4,3,4,3,4,3,3,4,4,4,,221.29,84.72,,,,,,,,,,,,,136.57,,,,,5 - Muy útil,5 - Muy útil,5 - Muy útil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-20 11:39:10,2022-06-20 11:20:29,Sí,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,218,2,es,1991488047,2022-06-20 11:39:10,No,,II semestre del 2do año,Parcialmente,No,Sí,No,No,Sí,Sí,Sí,,Ningún impacto,Alto impacto,Bajo impacto,4,,,,,IS: Ingeniería de Software,2,3,4,Muy difícil: 5,Muy alto 5,Muy alto 5,4,3,3,3,Muy bajo 1,2,4,Muy alto 5,3,3,Muy alto 5,3,Muy alto 5,4,4,Muy alto 5,4,4,4,4,He mejorado mucho: 5,4,4,4,He mejorado mucho: 5,"Los cursos son demasiado pesados para llevarlos en bloque completo, distribuir mejor el plan de estudios porque a muchas personas les afecta la salud mental y el autoestima el ""estar atrasados"" en la carrera, aunque no sea así.",1121.37,574.75,,,,,,,,,,,,,546.62,,,,,No asistí,No asistí,No asistí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-20 11:42:22,2022-06-20 11:20:39,Sí,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,219,2,es,590157972,2022-06-20 11:42:22,No,,II semestre del 2do año,Parcialmente,No,Sí,No,No,Sí,Sí,Sí,,Alto impacto,Bajo impacto,Bajo impacto,4,,,,,IS: Ingeniería de Software,2,3,Muy difícil: 5,Muy difícil: 5,4,3,4,3,4,3,3,2,4,4,3,3,Muy alto 5,3,4,3,3,3,4,4,4,4,4,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,"Distribuir mejor los bloques, muy pocas personas logran llevar el bloque completo, considero que muchas materias utilizan más tiempo del que se prevee en la cantidad de créditos, por ejemplo, los de programación. Al llevar menos créditos las personas perciben eso como un 'atraso', pero tiene que ser necesario porque sacrificar la salud mental y física no merece la pena.",1304.3,558.45,,,,,,,,,,,,,745.85,,,,,No asistí,No asistí,No asistí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-20 12:52:25,2022-06-20 12:42:53,Sí,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,220,2,es,1836758014,2022-06-20 12:52:25,No,,I semestre del 2do año,No,No,No,No,No,Sí,No,No,cursos llevados fuera de la U que complementan con algunas materias del énfasis,Ningún impacto,Bajo impacto,Ningún impacto,5 - Muy útil,,,,,ITI: Ingeniería de Tecnologías de la Información,2,4,4,Muy difícil: 5,4,4,3,4,3,3,4,2,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,4,4,4,3,,573.01,287.1,,,,,,,,,,,,,285.91,,,,,4,5 - Muy útil,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-20 15:44:29,2022-06-20 15:40:16,Sí,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,222,2,es,1576039552,2022-06-20 15:44:29,Sí,,II semestre del 2do año,Sí,Sí,No,No,No,Sí,No,No,,Alto impacto,Bajo impacto,No asistí,5 - Muy útil,,,,,IS: Ingeniería de Software,3,4,4,Muy difícil: 5,4,4,3,3,3,4,4,Muy alto 5,4,Muy alto 5,4,Muy alto 5,3,3,3,3,4,Muy alto 5,4,Muy alto 5,4,4,3,4,3,4,4,,253.24,98.71,,,,,,,,,,,,,154.53,,,,,No asistí,No asistí,5 - Muy útil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-20 16:36:33,2022-06-20 16:31:38,Sí,No,Sí,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,223,2,es,374717104,2022-06-20 16:36:33,Sí,,II semestre del 2do año,Parcialmente,Sí,No,Sí,Sí,Sí,No,No,,Alto impacto,Bajo impacto,Alto impacto,4,,,,,IS: Ingeniería de Software,2,3,3,4,3,3,3,3,2,2,3,4,3,4,3,4,Muy alto 5,Muy alto 5,4,Muy alto 5,2,3,3,Muy alto 5,He mejorado mucho: 5,He mejorado mucho: 5,3,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,,295.59,99,,,,,,,,,,,,,196.59,,,,,5 - Muy útil,5 - Muy útil,5 - Muy útil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-21 13:42:16,2022-06-21 13:35:10,Sí,No,No,No,No,Sí,,,,,,,,,,,,,,,,,,,,,,,224,2,es,1089118351,2022-06-21 13:42:16,Sí,,I semestre del 2do año,No,Sí,Sí,No,Sí,Sí,Sí,Sí,,Bajo impacto,Ningún impacto,Ningún impacto,2,,,,Porque ya con hablar con los docentes estaba decidido,IS: Ingeniería de Software,Muy fácil: 1,Muy fácil: 1,3,4,Muy alto 5,4,3,3,3,3,2,3,4,4,3,4,4,4,2,3,3,3,3,3,He mejorado mucho: 5,4,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,,426.96,233.52,,,,,,,,,,,,,193.44,,,,,1 - Nada útil,1 - Nada útil,1 - Nada útil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-21 13:42:36,2022-06-21 13:35:39,No,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,225,2,es,1761386391,2022-06-21 13:42:36,No,No me enteré de la información,II semestre del 2do año,,No,No,No,No,Sí,No,No,,,,,,,,,,IS: Ingeniería de Software,Muy fácil: 1,2,3,4,4,3,Muy bajo 1,Muy bajo 1,Muy bajo 1,Muy bajo 1,3,2,Muy bajo 1,2,4,Muy alto 5,4,2,3,3,3,3,Muy bajo 1,Muy bajo 1,3,3,3,3,3,4,3,,416.26,142.01,,,,,,,,,,,,,274.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-21 13:50:13,2022-06-21 13:43:30,Sí,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,226,2,es,643763955,2022-06-21 13:50:13,Sí,,I semestre del 2do año,No,Sí,Sí,No,No,Sí,No,No,,Bajo impacto,Alto impacto,Bajo impacto,4,,,,,ITI: Ingeniería de Tecnologías de la Información,2,2,3,4,4,3,2,2,2,Muy bajo 1,2,2,4,3,4,Muy alto 5,Muy alto 5,Muy alto 5,3,3,3,3,4,Muy alto 5,He mejorado mucho: 5,4,He mejorado mucho: 5,4,3,He mejorado mucho: 5,He mejorado mucho: 5,Evaluar la calidad de enseñanza de algunos profesores,404.17,145.23,,,,,,,,,,,,,258.94,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-21 14:20:06,2022-06-21 14:09:57,Sí,Sí,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,227,2,es,1633762539,2022-06-21 14:20:06,No,,II semestre del 2do año,Parcialmente,Sí,Sí,No,No,No,Sí,No,,No asistí,No asistí,Alto impacto,No asistí,,,,,CC: Ciencias de la Computación,3,3,4,Muy difícil: 5,4,Muy alto 5,3,Muy alto 5,4,3,4,4,Muy alto 5,Muy alto 5,3,4,4,4,3,2,4,4,4,3,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,4,He mejorado mucho: 5,He mejorado mucho: 5,Me gustaría que en vez de usar Java en Progra 1 se aprendiera Python y se analizaran los paradigmas de los mismos,610.73,275.76,,,,,,,,,,,,,334.97,,,,,No asistí,No asistí,No asistí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-22 15:10:49,2022-06-22 15:05:55,Sí,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,228,2,es,1046872551,2022-06-22 15:10:49,No,,I semestre del 2do año,No,No,No,No,No,No,No,No,Interes en la ciberseguridad,Ningún impacto,Ningún impacto,Ningún impacto,No asistí,,,,,ITI: Ingeniería de Tecnologías de la Información,3,4,Muy difícil: 5,Muy difícil: 5,4,Muy alto 5,2,3,3,3,3,3,3,3,4,Muy alto 5,3,4,Muy bajo 1,3,2,3,Muy bajo 1,3,4,He mejorado mucho: 5,4,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,,294.91,143.25,,,,,,,,,,,,,151.66,,,,,No asistí,No asistí,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-22 16:22:54,2022-06-22 16:12:21,Sí,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,229,2,es,958942524,2022-06-22 16:22:54,Sí,,II semestre del 2do año,Parcialmente,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Ningún impacto,Alto impacto,Bajo impacto,4,,,,,ITI: Ingeniería de Tecnologías de la Información,Muy fácil: 1,4,2,Muy difícil: 5,2,3,4,4,4,4,2,4,Muy alto 5,Muy bajo 1,3,2,Muy alto 5,Muy alto 5,4,Muy alto 5,4,3,4,3,3,He mejorado mucho: 5,3,He mejorado mucho: 5,3,2,2,"El primer curso de programación está muy mal estructurado. En él se asume que los estudiantes ya saben programar, cuando en la mayoría de los casos estos jamás han tenido algún contacto con esta actividad. Sería mejor que se enseñara de primero el lenguaje C o C++, pero no Java.",633.76,145.21,,,,,,,,,,,,,488.55,,,,,No asistí,5 - Muy útil,No asistí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-22 16:46:36,2022-06-22 16:43:39,No,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,230,2,es,1767381198,2022-06-22 16:46:36,No,Las tareas de los cursos no me dejaron tiempo extra para poder asistir,I semestre del 2do año,,Sí,Sí,No,Sí,Sí,No,Sí,,,,,,,,,,IS: Ingeniería de Software,Muy fácil: 1,Muy fácil: 1,3,3,Muy alto 5,Muy alto 5,3,2,4,4,4,Muy bajo 1,4,Muy alto 5,Muy alto 5,Muy alto 5,Muy alto 5,Muy alto 5,Muy bajo 1,Muy bajo 1,4,Muy alto 5,3,Muy bajo 1,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,2,He mejorado mucho: 5,,176.56,56.09,,,,,,,,,,,,,120.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-22 16:58:43,2022-06-22 16:55:21,Sí,No,No,Sí,Sí,No,,,,,,,,,,,,,,,,,,,,,,,231,2,es,123587013,2022-06-22 16:58:43,Sí,,II semestre del 2do año,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Alto impacto,Bajo impacto,Alto impacto,5 - Muy útil,,,,,IS: Ingeniería de Software,Muy fácil: 1,2,3,Muy difícil: 5,Muy alto 5,Muy alto 5,3,2,3,2,4,Muy alto 5,4,3,Muy alto 5,Muy alto 5,Muy alto 5,Muy alto 5,2,3,3,4,3,3,2,4,4,He mejorado mucho: 5,4,3,4,,202.93,88.37,,,,,,,,,,,,,114.56,,,,,5 - Muy útil,5 - Muy útil,No asistí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-22 22:05:29,2022-06-22 22:02:19,No,No,Sí,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,232,2,es,89146958,2022-06-22 22:05:29,Sí,"Por razones de tiempo, ya que me chocaban con dos cursos los miércoles.",II semestre del 2do año,,Sí,No,No,Sí,Sí,No,No,Interés de acuerdo con mis expectativas de la carrera,,,,,,,,,CC: Ciencias de la Computación,4,4,4,Muy difícil: 5,3,4,2,Muy alto 5,Muy bajo 1,Muy bajo 1,3,4,3,4,4,Muy alto 5,3,4,3,4,4,Muy alto 5,3,Muy alto 5,3,4,4,4,3,3,4,,190.88,86.52,,,,,,,,,,,,,104.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-23 13:44:20,2022-06-23 13:17:17,Sí,No,Sí,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,233,2,es,1159008621,2022-06-23 13:44:20,No,,I semestre del 2do año,Parcialmente,No,No,No,No,Sí,Sí,No,Recomendación de conocidos  graduados o de la misma área,Bajo impacto,Bajo impacto,Bajo impacto,3,,,,,IS: Ingeniería de Software,2,3,4,Muy difícil: 5,3,4,2,2,2,2,Muy bajo 1,Muy bajo 1,3,3,3,4,4,4,Muy bajo 1,Muy bajo 1,2,2,4,4,3,2,3,3,3,3,4,,1622.14,1502.09,,,,,,,,,,,,,120.05,,,,,No asistí,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-23 16:31:49,2022-06-23 16:27:39,No,No,Sí,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,234,2,es,1665992331,2022-06-23 16:31:49,No,Debía de atender a clases de cursos universitarios en los horarios establecidos.,I semestre del 2do año,,Sí,Sí,No,No,Sí,Sí,No,Mayor compatibilidad con segunda carrera simultánea (estadística),,,,,,,,,CC: Ciencias de la Computación,2,3,4,3,Muy alto 5,Muy alto 5,3,2,2,Muy bajo 1,3,Muy alto 5,3,Muy bajo 1,4,Muy alto 5,4,2,3,3,Muy alto 5,3,Muy alto 5,4,3,2,4,4,No he mejorado: 1,3,2,,249.34,105.03,,,,,,,,,,,,,144.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-24 10:31:05,2022-06-24 10:16:05,Sí,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,235,2,es,627708261,2022-06-24 10:31:05,No,,I semestre del 1er año,Parcialmente,No,No,No,No,Sí,Sí,No,,No asistí,No asistí,Ningún impacto,4,,,,,IS: Ingeniería de Software,Muy fácil: 1,2,3,4,3,4,4,3,2,2,3,2,4,Muy alto 5,3,3,Muy alto 5,4,3,3,2,3,Muy alto 5,4,4,3,4,4,He mejorado mucho: 5,3,4,,724.79,184.78,,,,,,,,,,,,,540.01,,,,,No asistí,No asistí,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-27 00:20:54,2022-06-27 00:14:05,No,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,236,2,es,385575697,2022-06-27 00:20:54,Sí,"No pude estar presencialmente por cuestiones del horarios, pero pude ver todas las grabaciones.",II semestre del 2do año,,No,No,Sí,No,No,Sí,No,Mis intereses personales,,,,,,,,,IS: Ingeniería de Software,Muy fácil: 1,Muy fácil: 1,Muy difícil: 5,3,Muy alto 5,Muy alto 5,2,2,3,3,Muy alto 5,Muy alto 5,4,Muy alto 5,4,Muy alto 5,4,Muy alto 5,3,Muy alto 5,2,3,4,Muy alto 5,4,He mejorado mucho: 5,4,He mejorado mucho: 5,3,He mejorado mucho: 5,He mejorado mucho: 5,"Me parece correcto, pero creo que deberían separar el curso de Programación Paralela y Concurrente en por lo menos dos cursos diferentes.",404.44,141.73,,,,,,,,,,,,,262.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Ciclo,2022,2022-06-27 06:17:46,2022-06-27 06:13:51,Sí,No,Sí,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,238,2,es,1651794708,2022-06-27 06:17:46,Sí,,II semestre del 2do año,Parcialmente,No,No,No,No,Sí,Sí,Sí,,Alto impacto,Alto impacto,Bajo impacto,4,,,,,ITI: Ingeniería de Tecnologías de la Información,4,4,Muy difícil: 5,Muy difícil: 5,3,3,2,3,2,2,2,Muy bajo 1,3,2,3,2,3,2,3,2,3,2,3,2,No he mejorado: 1,3,2,3,3,3,4,,234.02,109.91,,,,,,,,,,,,,124.11,,,,,4,4,No asistí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
