term,year,submitted_at,started_at,attended,heard_web,heard_social,heard_email,heard_element,heard_peers,heard_other,reason_knew_choice,reason_web_enough,reason_schedule_conflict,reason_course_load,reason_no_notice,reason_other,had_prior_decision,changed_decision,decision_reason,useful_cc_qa,useful_cc_fusion,useful_is_inside,useful_is_google,useful_iti_expectation,useful_iti_security,useful_iti_lora,useful_iti_jobs,useful_admin_talk,liked_most,liked_least_improve,activities_helped,response_id,last_page,language,seed,last_action_at,heard_teachers,no_attendance_reason,decision_semester,activities_influenced,factor_professors,factor_courses,factor_ecci_events,factor_advanced_students,factor_study_plan,factor_salary,factor_job_market,factor_other,impact_is_activity,impact_iti_activity,impact_cc_activity,useful_intro_talk,useful_is_activity,useful_iti_activity,useful_cc_activity,low_usefulness_comment,chosen_emphasis,difficulty_cycle_1,difficulty_cycle_2,difficulty_cycle_3,difficulty_cycle_4,axis1_programming,axis2_programming,axis1_discrete_structures,axis2_discrete_structures,axis1_architecture,axis2_architecture,axis1_assembly,axis2_assembly,axis1_algorithms,axis2_algorithms,axis1_parallel_programming,axis2_parallel_programming,axis1_math_for_computing,axis2_math_for_computing,axis1_linear_algebra,axis2_linear_algebra,axis1_calculus,axis2_calculus,axis1_probability_stats,axis2_probability_stats,skill_teamwork,skill_ethics,skill_communication,skill_perseverance,skill_discipline,skill_collaboration,skill_responsibility,study_plan_comment,time_total,time_general_group,time_i01,time_i02,time_pc01,time_i03,time_na01,time_i04,time_s05,time_i06,time_s07,time_s08,time_s09,time_i10,time_feedback_group,time_r01,time_r02,time_r03,time_r04,useful_student_roundtable,useful_graduate_roundtable,useful_admin_myths_talk,useful_roundtable,c_324,c_2023_02_02_14_15_40,c_2,es,c_1066920111,c_2023_02_02_13_56_51,c_2023_02_02_14_15_40_2,si,no,si_2,no_2,no_3,si_3,col,si_4,col_2,i_semestre_del_1er_ano,parcialmente,no_4,si_5,no_5,no_6,si_6,si_7,si_8,col_3,col_4,col_5,col_6,c_5_muy_util,c_5_muy_util_2,c_5_muy_util_3,col_7,is_ingenieria_de_software,c_2_2,c_2_3,c_3,c_4,c_2_4,c_3_2,c_4_2,c_4_3,c_2_5,c_3_3,c_2_6,c_3_4,c_4_4,muy_alto_5,c_2_7,c_2_8,c_3_5,c_3_6,c_3_7,c_2_9,c_3_8,c_3_9,c_3_10,c_3_11,c_4_5,c_4_6,c_4_7,c_4_8,c_2_10,c_4_9,c_3_12,col_8,c_1128_41,c_82_17,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,c_1046_24
II Ciclo,2021,2021-11-09 19:32:20,2021-11-09 19:01:12,Sí,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,145,2,es,328100170,2021-11-09 19:32:20,Sí,,I semestre del 2do año,Parcialmente,No,Sí,No,No,Sí,No,No,Áreas activas de investigación,No asistí,No asistí,Alto impacto,5 - Muy útil,No asistí,No asistí,4,,CC: Ciencias de la Computación,Muy fácil: 1,3,3,4,3,3,4,4,3,M,4,4,3,2,3,M,4,4,4,M,4,4,4,M,4,4,4,2,No he mejorado: 1,4,2,"En cuanto a cursos de matemática para computación, sería valioso incluir una introducción a álgebra abstracta (e.g., grupos y anillos). Aparece en áreas como criptografía moderna (e.g., curvas elípticas), que es parte integral de seguridad informática.  Asimismo, una introducción a métodos formales de construcción de programas y lógica aplicada en computación (teoría de tipos, model checking, demostradores automatizados de teoremas) sería de utilidad para el desarrollo profesional.  Se puede combinar teoría y práctica mediante el uso de sistemas open source y con suficiente aceptación en industria y academia, como SageMath (https://www.sagemath.org) para álgebra abstracta y Coq (https://coq.inria.fr) para demostración automatizada de teoremas.  En cuanto al aspecto curricular, una opción podría ser unificar los 2 cursos de cálculo en uno, mientras que se puede agregar un segundo curso de estructuras discretas. Si bien una formación matemática sólida y completa es importante, álgebra abstracta y lógica son más cercanos a la naturaleza de los problemas inherentes a computación.",1868.04,206.74,,,,,,,,,,,,,1661.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,,2021-11-09 23:31:07,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,146,0,es,30435561,2021-11-09 23:31:07,N/A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-10 01:16:12,2021-11-10 00:45:41,Sí,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,147,2,es,625073239,2021-11-10 01:16:12,Sí,,I semestre del 2do año,Parcialmente,Sí,No,No,No,Sí,No,No,Recomendaciones de amigos,Bajo impacto,Alto impacto,No asistí,2,4,4,No asistí,Ya estaba un poco decidida. Entonces fueron útiles para descartar.,CC: Ciencias de la Computación,Muy fácil: 1,2,2,Muy difícil: 5,4,M,M,M,2,2,4,M,4,3,M,4,M,M,M,M,M,M,4,4,3,He mejorado mucho: 5,4,He mejorado mucho: 5,2,4,3,"Debería haber una mejor coordinación entre los profesores que dan las teorías y los de PI, pues en este semestre muchos temas no fueron cubiertos anteriormente y se dificultó mucho la realización del proyecto.",1832.07,633.66,,,,,,,,,,,,,1198.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-10 00:52:47,2021-11-10 00:47:35,No,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,148,2,es,1034962595,2021-11-10 00:52:47,Sí,Porque este semestre tiene demasiada carga y simplemente no podía permitirme perder unas horas que podría emplear en otras cosas.,I semestre del 1er año,,No,No,No,Sí,Sí,Sí,Sí,,,,,,,,,,IS: Ingeniería de Software,2,3,Muy difícil: 5,Muy difícil: 5,4,2,3,2,M,M,4,M,4,4,4,M,4,M,3,M,4,4,4,M,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,"Sería útil separar programación en progra 1 y progra 2 y no mezclar las evaluaciones de ambos en solo un rubro, puesto que la experiencia con la profe de progra 1 fue buena, pero la de progra 2 en mi caso fue pésima, por lo que no veo correcto juntar ambas evaluaciones.",313.3,99.49,,,,,,,,,,,,,213.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,,2021-11-10 03:29:04,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,149,0,es,293122246,2021-11-10 03:29:04,N/A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-10 03:42:12,2021-11-10 03:37:39,Sí,No,Sí,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,150,2,es,1166997458,2021-11-10 03:42:12,Sí,,I semestre del 1er año,Parcialmente,No,No,No,No,Sí,Sí,Sí,,Alto impacto,No asistí,Bajo impacto,4,4,No asistí,4,,IS: Ingeniería de Software,3,2,4,Muy difícil: 5,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,He mejorado mucho: 5,2,3,3,,273.88,125.21,,,,,,,,,,,,,148.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-10 03:54:27,2021-11-10 03:41:59,Sí,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,151,2,es,1282854064,2021-11-10 03:54:27,Sí,,I semestre del 1er año,No,No,Sí,No,No,No,No,No,,No asistí,No asistí,No asistí,No asistí,No asistí,No asistí,No asistí,,IS: Ingeniería de Software,2,3,4,Muy difícil: 5,M,M,3,4,M,M,4,M,3,2,4,4,2,M,2,3,2,3,2,M,4,3,2,He mejorado mucho: 5,3,3,3,Quiten fundamentos de arquitectura y quiten a Ronald de profesor de introducción a las matemáticas para la computación,747.68,152.69,,,,,,,,,,,,,594.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-10 10:57:48,2021-11-10 10:45:24,No,Sí,Sí,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,152,2,es,732833642,2021-11-10 10:57:48,Sí,No asisti por horario y porque no sabía de algunas actividades al inicio. Pero al menos pude ver todas las grabaciones,II semestre del 2do año,,No,Sí,Sí,No,Sí,No,No,,,,,,,,,,IS: Ingeniería de Software,3,3,3,4,M,M,M,M,3,3,4,3,M,M,M,M,M,M,4,4,4,4,4,M,3,He mejorado mucho: 5,2,He mejorado mucho: 5,He mejorado mucho: 5,3,3,,743.93,260.74,,,,,,,,,,,,,483.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-10 16:05:19,2021-11-10 16:02:20,No,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,153,2,es,1009714210,2021-11-10 16:05:19,No,Me di cuenta de las fechas demasiado tarde,I semestre del 1er año,,Sí,Sí,No,No,No,No,No,,,,,,,,,,ITI: Ingeniería de Tecnologías de la Información,3,4,3,Muy difícil: 5,4,M,3,3,3,3,3,3,4,4,4,M,2,2,4,4,3,3,M,M,4,4,4,4,4,4,4,,180.42,69.59,,,,,,,,,,,,,110.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-10 16:35:48,2021-11-10 16:31:41,Sí,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,154,2,es,1053020964,2021-11-10 16:35:48,Sí,,II semestre del 2do año,Sí,No,No,Sí,Sí,Sí,No,Sí,,No asistí,Alto impacto,Bajo impacto,5 - Muy útil,No asistí,5 - Muy útil,5 - Muy útil,,ITI: Ingeniería de Tecnologías de la Información,2,3,3,Muy difícil: 5,3,4,4,3,4,4,2,2,M,M,3,4,4,4,2,2,4,4,M,M,He mejorado mucho: 5,He mejorado mucho: 5,4,He mejorado mucho: 5,4,He mejorado mucho: 5,He mejorado mucho: 5,,246.73,74.58,,,,,,,,,,,,,172.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-10 18:49:25,2021-11-10 18:40:11,Sí,No,No,Sí,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,,155,2,es,1979492325,2021-11-10 18:49:25,Sí,,II semestre del 2do año,Parcialmente,Sí,Sí,No,Sí,Sí,No,Sí,,Alto impacto,Bajo impacto,Bajo impacto,No asistí,4,4,2,Se sintió un poco desorganizado y fue más como hablar de algunos cursos que de la experiencia como tal que tuvieron en esa carrera (charla con estudiantes avanzados),CC: Ciencias de la Computación,3,2,2,4,4,3,3,M,M,3,4,4,4,4,4,4,M,4,4,2,M,M,M,M,No he mejorado: 1,No he mejorado: 1,4,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,"Creo que la carrera en sus dos primeros años está balanceado en los temas, pero es necesario mejorar la parte del uso de herramientas y el desarrollo de otras destrezas, ya que a veces se requiere el uso de Linux ( y me parece que está bien porque la industria utiliza mucho comandos de consola, Linux y procesamiento no gráfico) pero dichas destrezas no se entrenan en los primeros 3 semestres y luego en el 4to semestre los profesores trabajan como si dichas habilidades se entrenaron anteriormente.",553.08,141,,,,,,,,,,,,,412.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-11 17:21:04,2021-11-11 17:10:26,Sí,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,156,2,es,1354560316,2021-11-11 17:21:04,No,,II semestre del 2do año,Sí,No,Sí,No,Sí,Sí,Sí,Sí,,No asistí,Bajo impacto,Alto impacto,5 - Muy útil,No asistí,5 - Muy útil,5 - Muy útil,,CC: Ciencias de la Computación,2,3,4,Muy difícil: 5,3,2,3,4,3,2,4,M,4,4,2,3,4,M,3,4,3,4,3,4,3,3,4,He mejorado mucho: 5,2,4,3,"Entré a la carrera y en dos años me pasó lo que le pasó a muchos: no se lo tomaron tan en serio como debería. Mis bases en programación no son muy buenas que digamos, pasé esos cursos pero apenas raspando, y lo mismo para otros cursos donde no aprendí mucho, tanto por culpa del profesor como mía, por eso estas vacaciones será mi tiempo para repasar todo lo que se pueda de los cursos que aprobé estos dos primeros años, para sentirme realmente preparado y competente dentro del área, como debe ser. Porque la verdad estos cursos de los dos primeros dos años sí establecen bien las bases para un buen informático, solo que yo no me las tomé tan en serio, y debo repasarlas, con lo cual estoy motivado, más que todo si voy a CC",639.08,93.66,,,,,,,,,,,,,545.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-12 15:55:56,2021-11-12 15:48:41,Sí,Sí,Sí,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,157,2,es,576062961,2021-11-12 15:55:56,Sí,,I semestre del 2do año,Sí,No,Sí,Sí,No,Sí,Sí,No,,Alto impacto,Alto impacto,Alto impacto,5 - Muy útil,5 - Muy útil,5 - Muy útil,5 - Muy útil,,IS: Ingeniería de Software,Muy fácil: 1,Muy fácil: 1,2,Muy difícil: 5,4,4,3,2,2,M,3,3,3,2,M,3,4,4,M,3,M,3,M,M,3,4,He mejorado mucho: 5,He mejorado mucho: 5,4,He mejorado mucho: 5,3,"El salto del primer semestre del segundo año al del segundo semestre del segundo año es muy alto, la dificultada y cantidad de trabajo aumentan exponencialmente y no es algo gradual.",435.43,131.82,,,,,,,,,,,,,303.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-12 19:17:05,2021-11-12 19:11:51,Sí,No,Sí,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,158,2,es,1649720214,2021-11-12 19:17:05,No,,II semestre del 2do año,Parcialmente,No,Sí,No,No,Sí,No,No,,No asistí,No asistí,No asistí,3,No asistí,No asistí,No asistí,,IS: Ingeniería de Software,2,3,4,Muy difícil: 5,M,4,3,2,M,M,3,4,4,3,3,3,M,M,3,3,3,3,3,3,3,3,3,4,He mejorado mucho: 5,3,4,,314.08,100.01,,,,,,,,,,,,,214.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-12 20:39:12,2021-11-12 20:19:40,No,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,159,2,es,371476961,2021-11-12 20:39:12,No,"Actualmente estudio y trabajo, y no tuve tiempo para hacerlo.",II semestre del 2do año,,No,No,No,No,Sí,Sí,No,,,,,,,,,,ITI: Ingeniería de Tecnologías de la Información,Muy fácil: 1,4,Muy difícil: 5,Muy difícil: 5,4,3,4,4,2,2,2,4,4,4,4,M,M,M,3,4,2,4,2,M,3,2,No he mejorado: 1,3,3,4,4,,1171.99,963.59,,,,,,,,,,,,,208.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-12 21:50:14,2021-11-12 21:32:21,Sí,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,160,2,es,425691559,2021-11-12 21:50:14,Sí,,II semestre del 2do año,Sí,No,Sí,Sí,No,Sí,No,No,,Alto impacto,Bajo impacto,Bajo impacto,5 - Muy útil,3,3,3,,IS: Ingeniería de Software,Muy fácil: 1,3,4,Muy difícil: 5,4,3,2,2,2,M,2,2,2,3,4,M,4,M,3,3,3,3,3,4,3,3,3,4,4,3,3,"Personalmente, el primer año fue muy fácil y el segundo está siendo muy difícil. Principalmente el primer semestre fué muy fácil, mi perspectiva puede estar fuertemente afectado por la pandemia ya que yo tomé el primer semestre en 2020.  Pienso que una manera de mejorar los primeros dos años de carrera es dedicar tiempo a programar algoritmos básicos en el curso de Introducción a la Conputación.",1057.84,250.25,,,,,,,,,,,,,807.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-13 03:26:04,2021-11-13 03:19:30,No,No,Sí,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,161,2,es,1331100950,2021-11-13 03:26:04,No,Ya había decidido el énfasis anteriormente.,II semestre del 2do año,,No,Sí,No,Sí,Sí,No,No,Enfoque de especialización en el futuro,,,,,,,,,IS: Ingeniería de Software,2,4,Muy difícil: 5,Muy difícil: 5,4,M,3,4,3,M,4,M,4,4,M,2,M,M,3,4,M,2,4,4,3,He mejorado mucho: 5,He mejorado mucho: 5,3,2,He mejorado mucho: 5,3,"Algunos planes de estudio deberían ser restructurados, el sobrecargo de información/evaluaciones dificulta el periodo de aprendizaje",394.02,124.1,,,,,,,,,,,,,269.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-13 18:24:20,2021-11-13 17:42:42,Sí,No,Sí,Sí,No,No,Redirijo los correos del institucional a gmail y me notifica,,,,,,,,,,,,,,,,,,,,,,162,2,es,682568955,2021-11-13 18:24:20,Sí,,II semestre del 2do año,Parcialmente,Sí,Sí,No,No,Sí,No,No,,Bajo impacto,No asistí,No asistí,5 - Muy útil,2,No asistí,No asistí,"Por falta de tiempo no pude asistir a todas las actividades,  a las que si logre asistir no estuve en la reunión por completo, a excepción de la charla introductoria que si estuve casi por completo y me fue de mucha utilidad. Debido a que no pude ver gran parte de las charlas me guie principalmente por el plan de estudios que ya había leído a principio de año y a los cursos que personalmente creo que me gustan mas.",IS: Ingeniería de Software,4,2,3,Muy difícil: 5,M,4,4,4,4,4,M,4,4,4,2,M,3,4,3,3,4,4,M,M,4,4,3,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,He mejorado mucho: 5,"Quiero aclarar que el caso de programación paralela y concurrente ambos profes (ya que veo clases de los dos) son excelentes, tienen un gran conocimiento de la materia explican super bien y creo que es de los cursos que mas he aprendido. No obstante, ha sido debido al tiempo, la gran cantidad de materia que abarca el curso y trabajos en conjunto con otras materias del ciclo que se me ha dificultado tener tiempo para aprender tanta materia. Como no he querido descuidar ningún curso casi solo he tenido tiempo para hacer tareas y no tanto para estudiar como me gustaría, así que gran parte de lo que he aprendido para ese curso es por las clases y las tareas. Por eso coloque un dominio bajo y una efectividad de la enseñanza alta (ya que todo lo que he tenido tiempo para estudiar lo he entendido). De todas formas estoy seguro que apenas salga del semestre tendré tiempo para estudiar todo lo que no pude de la materia, ademas que aun tengo posibilidades reales de pasarla, y si no lo lograra la intentaría matricular en verano por lo que se que finalizare teniendo un gran dominio del curso por una u otra manera",2499.04,507.1,,,,,,,,,,,,,1991.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-14 05:46:31,2021-11-14 05:25:21,Sí,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,163,2,es,1525733042,2021-11-14 05:46:31,No,,II semestre del 1er año,Parcialmente,No,Sí,Sí,Sí,Sí,Sí,Sí,,No asistí,Alto impacto,No asistí,5 - Muy útil,No asistí,5 - Muy útil,No asistí,,ITI: Ingeniería de Tecnologías de la Información,2,3,4,Muy difícil: 5,3,3,3,2,3,2,4,M,4,4,3,4,4,M,4,M,4,4,4,M,He mejorado mucho: 5,He mejorado mucho: 5,4,4,2,4,4,"En introducción a la computación es vital que nos enseñen a elaborar un buen pseudocódigo y buenos diagramas UML, pues según la experiencia que he tenido este último semestre con progamación paralela y concurrente, es de suma importancia y muy necesario el tener un buen diseño del problema que se desea resolver, hace que la compresión del problema sea mucho más fácil tanto para uno como para los demás, por lo que consecuentemente, hace que el proceso de programar sea más rápido y fácil. He notado que en otras sedes el diseño es de las primeras cosas que se enseñan y me parece increíble que en la sede central sea algo que solo algunos profesores enseñen hasta bastante dentro de la carrera, cuando es algo que es necesario para todos los cursos de programación y también para la vida profesional.",1270.2,115.61,,,,,,,,,,,,,1154.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-14 17:51:59,2021-11-14 17:48:56,Sí,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,164,2,es,1611639483,2021-11-14 17:51:59,No,,II semestre del 2do año,No,Sí,Sí,Sí,No,Sí,Sí,No,,Bajo impacto,Bajo impacto,Bajo impacto,4,4,4,4,,IS: Ingeniería de Software,4,4,4,Muy difícil: 5,4,4,4,4,4,4,4,4,4,4,M,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,183.29,116.4,,,,,,,,,,,,,66.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-15 02:41:49,2021-11-15 02:32:45,No,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,165,2,es,1288722237,2021-11-15 02:41:49,Sí,"El tiempo de las reuniones no me quedaba acorde con el horario de clases, además de que prefería aprovechar el tiempo para trabajar en las evaluaciones de los cursos.",II semestre del 2do año,,No,Sí,No,No,Sí,No,No,,,,,,,,,,IS: Ingeniería de Software,3,3,4,Muy difícil: 5,4,4,3,4,M,M,3,4,4,4,3,4,4,3,3,4,3,3,4,4,4,4,4,He mejorado mucho: 5,He mejorado mucho: 5,4,He mejorado mucho: 5,Que el curso de fundamentos de arquitectura esté más enfocado a los temas que se van a tratar en el P.I.  y que este  curso de proyecto integrador tenga proyectos más entendibles y mejor llevados.,544.24,184.44,,,,,,,,,,,,,359.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-15 13:08:29,2021-11-15 12:57:34,Sí,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,166,2,es,1882635631,2021-11-15 13:08:29,Sí,,II semestre del 2do año,Sí,No,No,Sí,No,Sí,No,No,,Alto impacto,Bajo impacto,Bajo impacto,3,5 - Muy útil,4,4,,IS: Ingeniería de Software,3,3,3,Muy difícil: 5,4,3,3,2,2,M,3,2,4,4,4,M,4,4,4,4,3,2,3,3,4,3,3,4,4,4,4,"En mi caso tuve que llevar cada bloque por separado para así poder con la carga y el efecto de entrada a la Universidad, para el segundo año ya mis disciplina y perseverancia mejoró, pudiendo así meter el bloque completo.",655.39,462.19,,,,,,,,,,,,,193.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-15 16:49:43,2021-11-15 16:43:48,Sí,Sí,Sí,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,167,2,es,1250470389,2021-11-15 16:49:43,Sí,,II semestre del 2do año,Sí,No,Sí,No,No,Sí,Sí,Sí,,Alto impacto,No asistí,No asistí,5 - Muy útil,5 - Muy útil,5 - Muy útil,5 - Muy útil,,IS: Ingeniería de Software,3,4,4,Muy difícil: 5,4,4,4,4,2,M,3,4,4,4,3,3,4,4,4,4,3,4,M,4,4,4,4,4,4,4,4,,355.97,159.99,,,,,,,,,,,,,195.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,2021-11-15 18:38:43,2021-11-15 18:34:32,Sí,No,No,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,168,2,es,1312376421,2021-11-15 18:38:43,Sí,,II semestre del 2do año,Parcialmente,No,Sí,No,No,Sí,No,Sí,,Alto impacto,Bajo impacto,Ningún impacto,No asistí,4,3,3,,IS: Ingeniería de Software,2,4,4,Muy difícil: 5,4,3,2,2,2,2,3,4,3,4,4,M,2,4,2,2,2,4,2,4,4,4,3,3,2,4,3,,252.03,92.42,,,,,,,,,,,,,159.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,,2021-11-15 21:11:17,N/A,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,169,-1,es,686395095,2021-11-15 21:12:18,No,,,,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.26,47.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II Ciclo,2021,,2021-11-15 23:06:43,Sí,Sí,Sí,No,No,Sí,,,,,,,,,,,,,,,,,,,,,,,170,1,es,1515220345,2021-11-15 23:13:24,Sí,,II semestre del 2do año,No,Sí,Sí,No,No,Sí,No,Sí,,Bajo impacto,Bajo impacto,Bajo impacto,3,3,3,3,,IS: Ingeniería de Software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.09,397.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
